Autor,Comentarios,Data_traducao,Group,Section,Subgroup,Versao_Uniclass,_id,code_item,code_tabela,descricao_SECClasS,idItem,nivel_item,object_item,title_item,titulo_SECClasS
,,,35,,90,1.12,60d41ae8ddc3ec53204c829e,Co_35_90,Complexos,,197,2,,"Animal medical, health, welfare, funerary and sanitary complexes",Complexos de tratamento animal
,,,35,2,90,1.12,60d41ae8ddc3ec53204c829f,Co_35_90_02,Complexos,,198,3,,Animal funerary complexes,Complexos funerários para animais
,,,35,3,90,1.12,60d41ae8ddc3ec53204c82a0,Co_35_90_03,Complexos,,199,3,,Animal quarantine stations,Estações de quarentena animal
,,,35,95,90,1.12,60d41ae8ddc3ec53204c82a1,Co_35_90_95,Complexos,,200,3,,Veterinary hospitals,Hospitais veterinários
,,,40,,,1.12,60d41ae8ddc3ec53204c82a2,Co_40,Complexos,,201,1,,Recreational complexes,Complexos recreativos
,,,40,,5,1.12,60d41ae8ddc3ec53204c82a3,Co_40_05,Complexos,,202,2,,Amusement complexes,Complexos de diversão
,,,40,2,5,1.12,60d41ae8ddc3ec53204c82a4,Co_40_05_02,Complexos,,203,3,,Amphitheatres,Anfiteatros
,,,40,3,5,1.12,60d41ae8ddc3ec53204c82a5,Co_40_05_03,Complexos,,204,3,,Amusement parks,Parques de diversão
,,,40,27,5,1.12,60d41ae8ddc3ec53204c82a6,Co_40_05_27,Complexos,,205,3,,E-sport complexes,Complexos de E-sport
,,,40,30,5,1.12,60d41ae8ddc3ec53204c82a7,Co_40_05_30,Complexos,,206,3,,Fairground complexes,Feiras populares
,,,40,63,5,1.12,60d41ae8ddc3ec53204c82a8,Co_40_05_63,Complexos,,207,3,,Pleasure piers,Cais de recreio
,,,40,89,5,1.12,60d41ae8ddc3ec53204c82a9,Co_40_05_89,Complexos,,208,3,,Theme parks,Parques temáticos
,,,40,,35,1.12,60d41ae8ddc3ec53204c82aa,Co_40_35,Complexos,,209,2,,Historic complexes,Complexos históricos
,,,40,6,35,1.12,60d41ae8ddc3ec53204c82ab,Co_40_35_06,Complexos,,210,3,,Battle sites,Locais de batalha
,,,40,39,35,1.12,60d41ae8ddc3ec53204c82ac,Co_40_35_39,Complexos,,211,3,,Historic sites,Sítios históricos
,,,40,78,35,1.12,60d41ae8ddc3ec53204c82ad,Co_40_35_78,Complexos,,212,3,,Sites of antiquity,Sitios da antiguidade
,,,40,94,35,1.12,60d41ae8ddc3ec53204c82ae,Co_40_35_94,Complexos,,213,3,,Visible earthworks,Terraplenagens visíveis
,,,40,,60,1.12,60d41ae8ddc3ec53204c82af,Co_40_60,Complexos,,214,2,,Performing arts complexes,Complexos para artes performativas
,,,40,13,60,1.12,60d41ae8ddc3ec53204c82b0,Co_40_60_13,Complexos,,215,3,,Cinema complexes,Complexos de cinemas
,,,40,14,60,1.12,60d41ae8ddc3ec53204c82b1,Co_40_60_14,Complexos,,216,3,,Circuses,Circos
,,,40,16,60,1.12,60d41ae8ddc3ec53204c82b2,Co_40_60_16,Complexos,,217,3,,Concert hall complexes,Complexos de salas de concertos
,,,40,30,60,1.12,60d41ae8ddc3ec53204c82b3,Co_40_60_30,Complexos,,218,3,,Film and television studio complexes,Complexos de estúdios de cinema e televisão
,,,40,88,60,1.12,60d41ae8ddc3ec53204c82b4,Co_40_60_88,Complexos,,219,3,,Theatre complexes,Teatros
,,,40,,75,1.12,60d41ae8ddc3ec53204c82b5,Co_40_75,Complexos,,220,2,,Social recreation complexes,Complexos de animação social
,,,40,15,75,1.12,60d41ae8ddc3ec53204c82b6,Co_40_75_15,Complexos,,221,3,,Community centres,Centros comunitários
,,,40,17,75,1.12,60d41ae8ddc3ec53204c82b7,Co_40_75_17,Complexos,,222,3,,Country parks,Parques rurais
,,,40,68,75,1.12,60d41ae8ddc3ec53204c82b8,Co_40_75_68,Complexos,,223,3,,Public parks,Parques públicos
,,,40,71,75,1.12,60d41ae8ddc3ec53204c82b9,Co_40_75_71,Complexos,,224,3,,Recreation grounds,Locais recreativos
,,,42,,,1.12,60d41ae8ddc3ec53204c82ba,Co_42,Complexos,,225,1,,Sport and activity complexes,Complexos para prática desportiva e atividades
,,,42,,40,1.12,60d41ae8ddc3ec53204c82bb,Co_42_40,Complexos,,226,2,,Indoor activity complexes,Complexos de actividades cobertos
,,,42,10,40,1.12,60d41ae8ddc3ec53204c82bc,Co_42_40_10,Complexos,,227,3,,Indoor athletics stadiums,Pistas de atletismo cobertas
,,,42,40,40,1.12,60d41ae8ddc3ec53204c82bd,Co_42_40_40,Complexos,,228,3,,Indoor sports complexes,Complexos desportivos cobertos
,,,42,,50,1.12,60d41ae8ddc3ec53204c82be,Co_42_50,Complexos,,229,2,,Outdoor activity complexes,Complexos de actividades ao ar livre
,,,42,10,50,1.12,60d41ae8ddc3ec53204c82bf,Co_42_50_10,Complexos,,230,3,,Outdoor stadiums,Estádio ao ar livre
,,,42,25,50,1.12,60d41ae8ddc3ec53204c82c0,Co_42_50_25,Complexos,,231,3,,Equine sports complexes,Hipódromo
,,,42,30,50,1.12,60d41ae8ddc3ec53204c82c1,Co_42_50_30,Complexos,,232,3,,Golf courses,Campos de golfe
,,,42,50,50,1.12,60d41ae8ddc3ec53204c82c2,Co_42_50_50,Complexos,,233,3,,Motor sports complexes,Autódromos
,,,42,60,50,1.12,60d41ae8ddc3ec53204c82c3,Co_42_50_60,Complexos,,234,3,,Outdoor sports complexes,Complexos desportivos ao ar livre
,,,42,70,50,1.12,60d41ae8ddc3ec53204c82c4,Co_42_50_70,Complexos,,235,3,,Racehorse gallops,Pistas de corrida de cavalos
,,,42,95,50,1.12,60d41ae8ddc3ec53204c82c5,Co_42_50_95,Complexos,,236,3,,Winter sport complexes,Complexos desportivos de inverno
,,,42,,85,1.12,60d41ae8ddc3ec53204c82c6,Co_42_85,Complexos,,237,2,,Swimming complexes,Complexos aquáticos e de natação
,,,42,40,85,1.12,60d41ae8ddc3ec53204c82c7,Co_42_85_40,Complexos,,238,3,,Indoor swimming pool complexes,Complexos de piscinas cobertas
,,,42,60,85,1.12,60d41ae8ddc3ec53204c82c8,Co_42_85_60,Complexos,,239,3,,Outdoor swimming pool complexes,Complexos de piscinas ao ar livre
,,,42,96,85,1.12,60d41ae8ddc3ec53204c82c9,Co_42_85_96,Complexos,,240,3,,Water parks,Parques aquáticos
,,,45,,,1.12,60d41ae8ddc3ec53204c82ca,Co_45,Complexos,,241,1,,Residential complexes,Complexos residenciais
,,,45,,10,1.12,60d41ae8ddc3ec53204c82cb,Co_45_10,Complexos,,242,2,,Living complexes,Complexos habitacionais
,,,45,11,10,1.12,60d41ae8ddc3ec53204c82cc,Co_45_10_11,Complexos,,243,3,,Campsites,Parques de campismo
,,,45,12,10,1.12,60d41ae8ddc3ec53204c82cd,Co_45_10_12,Complexos,,244,3,,Caravan parks,Parques de caravanismo
,,,45,15,10,1.12,60d41ae8ddc3ec53204c82ce,Co_45_10_15,Complexos,,245,3,,Convents and monasteries,Conventos e mosteiros
,,,45,27,10,1.12,60d41ae8ddc3ec53204c82cf,Co_45_10_27,Complexos,,246,3,,Emergency camps,Acampamentos de emergência
,,,45,35,10,1.12,60d41ae8ddc3ec53204c82d0,Co_45_10_35,Complexos,,247,3,,Halls of residence,Residências de estudantes
,,,45,36,10,1.12,60d41ae8ddc3ec53204c82d1,Co_45_10_36,Complexos,,248,3,,High-rise residential complexes,Complexos residenciais em altura
,,,45,37,10,1.12,60d41ae8ddc3ec53204c82d2,Co_45_10_37,Complexos,,249,3,,Hostels,Hostels
,,,45,38,10,1.12,60d41ae8ddc3ec53204c82d3,Co_45_10_38,Complexos,,250,3,,Hotels,Hotéis
,,,45,40,10,1.12,60d41ae8ddc3ec53204c82d4,Co_45_10_40,Complexos,,251,3,,Houses in multiple occupation,Casas de ocupação múltipla
,,,45,41,10,1.12,60d41ae8ddc3ec53204c82d5,Co_45_10_41,Complexos,,252,3,,Housing estates,Conjuntos habitacionais
,,,45,51,10,1.12,60d41ae8ddc3ec53204c82d6,Co_45_10_51,Complexos,,253,3,,Military camps,Acampamentos militares
,,,45,54,10,1.12,60d41ae8ddc3ec53204c82d7,Co_45_10_54,Complexos,,254,3,,Motels,Motéis
,,,45,72,10,1.12,60d41ae8ddc3ec53204c82d8,Co_45_10_72,Complexos,,255,3,,Religious retreats,Retiros religiosos
,,,45,74,10,1.12,60d41ae8ddc3ec53204c82d9,Co_45_10_74,Complexos,,256,3,,Residential properties,Propriedades residenciais
,,,45,78,10,1.12,60d41ae8ddc3ec53204c82da,Co_45_10_78,Complexos,,257,3,,Sheltered housing,Residências assistidas
,,,45,98,10,1.12,60d41ae8ddc3ec53204c82db,Co_45_10_98,Complexos,,258,3,,Youth group camps,Acampamentos de jovens
,,,50,,,1.12,60d41ae8ddc3ec53204c82dc,Co_50,Complexos,,259,1,,Waste disposal complexes,Complexos de eliminação de resíduos
,,,50,,20,1.12,60d41ae8ddc3ec53204c82dd,Co_50_20,Complexos,,260,2,,Non-aqueous waste collection and distribution complexes,Complexos de recolha e distribuição de resíduos não-aquosos
,,,50,,30,1.12,60d41ae8ddc3ec53204c82de,Co_50_30,Complexos,,261,2,,Drainage collection complexes,Complexos recolha de drenagem
,,,50,25,30,1.12,60d41ae8ddc3ec53204c82df,Co_50_30_25,Complexos,,262,3,,Drainage collection networks,Redes de coleta de drenagem
,,,50,,35,1.12,60d41ae8ddc3ec53204c82e0,Co_50_35,Complexos,,263,2,,Wastewater collection complexes,Complexos de recolha de águas residuais
,,,50,15,35,1.12,60d41ae8ddc3ec53204c82e1,Co_50_35_15,Complexos,,264,3,,Combined wastewater collection networks,Redes de recolha de águas residuais com sistema unitário
,,,50,85,35,1.12,60d41ae8ddc3ec53204c82e2,Co_50_35_85,Complexos,,265,3,,Surface water collection networks,Redes de recolha de água de superfície
,,,50,96,35,1.12,60d41ae8ddc3ec53204c82e3,Co_50_35_96,Complexos,,266,3,,Wastewater collection networks,Redes de recolha de águas residuais
,,,50,,40,1.12,60d41ae8ddc3ec53204c82e4,Co_50_40,Complexos,,267,2,,Dry waste collection and distribution complexes,Complexos de recolha e distribuição de resíduos sólidos
,,,50,10,40,1.12,60d41ae8ddc3ec53204c82e5,Co_50_40_10,Complexos,,268,3,,Dry waste collection complexes,Complexos de recolha de resíduos sólidos
,,,50,50,40,1.12,60d41ae8ddc3ec53204c82e6,Co_50_40_50,Complexos,,269,3,,Dry waste distribution complexes,Complexos de distribuição de resíduos sólidos
,,,50,,60,1.12,60d41ae8ddc3ec53204c82e7,Co_50_60,Complexos,,270,2,,Non-aqueous waste treatment and disposal complexes,Complexos de tratamento e eliminação de resíduos não-aquosos
,,,50,,70,1.12,60d41ae8ddc3ec53204c82e8,Co_50_70,Complexos,,271,2,,"Drainage storage, treatment and disposal complexes",Complexos de drenagem e eliminação de águas residuais
,,,50,25,70,1.12,60d41ae8ddc3ec53204c82e9,Co_50_70_25,Complexos,,272,3,,Drainage disposal networks,Redes de esgoto
,,,50,,75,1.12,60d41ae8ddc3ec53204c82ea,Co_50_75,Complexos,,273,2,,"Wastewater storage, treatment and disposal complexes",Complexos de Armazenagem e tratamento de águas residuais
,,,50,25,75,1.12,60d41ae8ddc3ec53204c82eb,Co_50_75_25,Complexos,,274,3,,Wastewater disposal complexes,Complexos de eliminação de águas residuais
,,,50,85,75,1.12,60d41ae8ddc3ec53204c82ec,Co_50_75_85,Complexos,,275,3,,Wastewater storage complexes,Complexos de Armazenagem de águas residuais
,,,50,90,75,1.12,60d41ae8ddc3ec53204c82ed,Co_50_75_90,Complexos,,276,3,,Wastewater treatment complexes,Wastewater treatment complexes
,,,50,,80,1.12,60d41ae8ddc3ec53204c82ee,Co_50_80,Complexos,,277,2,,"Dry waste storage, treatment and disposal complexes","Complexos de Armazenagem, tratamento e eliminação de resíduos sólidos"
,,,50,24,80,1.12,60d41ae8ddc3ec53204c82ef,Co_50_80_24,Complexos,,278,3,,Dry waste storage complexes,Complexos de Armazenagem de resíduos sólidos
,,,50,40,80,1.12,60d41ae8ddc3ec53204c82f0,Co_50_80_40,Complexos,,279,3,,Dry waste treatment complexes,Complexos de tratamento de resíduos sólidos
,,,50,70,80,1.12,60d41ae8ddc3ec53204c82f1,Co_50_80_70,Complexos,,280,3,,Dry waste disposal complexes,Complexos de eliminação de resíduos sólidos
,,,55,,,1.12,60d41ae8ddc3ec53204c82f2,Co_55,Complexos,,281,1,,Piped supply complexes,Complexos de fornecimento canalizado
,,,55,,5,1.12,60d41ae8ddc3ec53204c82f3,Co_55_05,Complexos,,282,2,,"Gas extraction, storage and treatment complexes","Complexos de extração, Armazenagem e tratamento de gás"
,,,55,30,5,1.12,60d41ae8ddc3ec53204c82f4,Co_55_05_30,Complexos,,283,3,,Gas extraction complexes,Complexos de extração de gás
,,,55,34,5,1.12,60d41ae8ddc3ec53204c82f5,Co_55_05_34,Complexos,,284,3,,Gas storage complexes,Complexos de Armazenagem de gás
,,,55,70,5,1.12,60d41ae8ddc3ec53204c82f6,Co_55_05_70,Complexos,,285,3,,Gas treatment complexes,Complexos de tratamento de gás
,,,55,,10,1.12,60d41ae8ddc3ec53204c82f7,Co_55_10,Complexos,,286,2,,"Liquid fuel extraction, storage and treatment complexes","Complexos de extracção, Armazenagem e tratamento de combustível líquido"
,,,55,40,10,1.12,60d41ae8ddc3ec53204c82f8,Co_55_10_40,Complexos,,287,3,,Oil extraction complexes,Complexos de extração de petróleo
,,,55,45,10,1.12,60d41ae8ddc3ec53204c82f9,Co_55_10_45,Complexos,,288,3,,Liquid fuel storage complexes,Complexos de Armazenagem de combustível líquido
,,,55,80,10,1.12,60d41ae8ddc3ec53204c82fa,Co_55_10_80,Complexos,,289,3,,Oil treatment complexes,Complexos de tratamento de óleo
,,,55,,15,1.12,60d41ae8ddc3ec53204c82fb,Co_55_15,Complexos,,290,2,,"Water extraction, storage and treatment complexes","Complexos de extração, Armazenagem e tratamento de água"
,,,55,10,15,1.12,60d41ae8ddc3ec53204c82fc,Co_55_15_10,Complexos,,291,3,,Water extraction complexes,"Estações de captação, elevação e filtração de água"
,,,55,15,15,1.12,60d41ae8ddc3ec53204c82fd,Co_55_15_15,Complexos,,292,3,,Water extraction networks,Redes de extração de água
,,,55,50,15,1.12,60d41ae8ddc3ec53204c82fe,Co_55_15_50,Complexos,,293,3,,Water treatment complexes,Estações de tratamento de água
,,,55,96,15,1.12,60d41ae8ddc3ec53204c82ff,Co_55_15_96,Complexos,,294,3,,Water storage complexes,Complexos de Armazenagem de água
,,,55,,20,1.12,60d41ae8ddc3ec53204c8300,Co_55_20,Complexos,,295,2,,Gas supply complexes,Complexos para fornecimento de gás
,,,55,50,20,1.12,60d41ae8ddc3ec53204c8301,Co_55_20_50,Complexos,,296,3,,Gas distribution complexes,Estações de transporte de gás
,,,55,60,20,1.12,60d41ae8ddc3ec53204c8302,Co_55_20_60,Complexos,,297,3,,Gas distribution networks,Gasodutos
,,,55,,50,1.12,60d41ae8ddc3ec53204c8303,Co_55_50,Complexos,,298,2,,Liquid fuel supply complexes,Complexos de abastecimento de combustíveis líquidos
,,,55,10,50,1.12,60d41ae8ddc3ec53204c8304,Co_55_50_10,Complexos,,299,3,,Liquid fuel distribution complexes,Complexos de distribuição de combustíveis líquidos
,,,55,50,50,1.12,60d41ae8ddc3ec53204c8305,Co_55_50_50,Complexos,,300,3,,Liquid fuel distribution networks,Redes de distribuição de combustíveis líquidos
,,,55,,70,1.12,60d41ae8ddc3ec53204c8306,Co_55_70,Complexos,,301,2,,Water supply complexes,Complexos de abastecimento de água
,,,55,20,70,1.12,60d41ae8ddc3ec53204c8307,Co_55_70_20,Complexos,,302,3,,Water distribution complexes,Complexos de distribuição de água
,,,55,60,70,1.12,60d41ae8ddc3ec53204c8308,Co_55_70_60,Complexos,,303,3,,Water distribution networks,Redes de distribuição de água
,,,60,,,1.12,60d41ae8ddc3ec53204c8309,Co_60,Complexos,,304,1,,"Heating, cooling and refrigeration complexes","Complexos de aquecimento, arrefecimento e refrigeração"
,,,60,,10,1.12,60d41ae8ddc3ec53204c830a,Co_60_10,Complexos,,305,2,,Heating complexes,Complexos de aquecimento
,,,60,10,10,1.12,60d41ae8ddc3ec53204c830b,Co_60_10_10,Complexos,,306,3,,District heating complexes,Complexos de aquecimento urbano
,,,60,,40,1.12,60d41ae8ddc3ec53204c830c,Co_60_40,Complexos,,307,2,,Cooling complexes,Complexos de arrefecimento
,,,60,10,40,1.12,60d41ae8ddc3ec53204c830d,Co_60_40_10,Complexos,,308,3,,District cooling complexes,Complexos de arrefecimento urbano
,,,65,,,1.12,60d41ae8ddc3ec53204c830e,Co_65,Complexos,,309,1,,Ventilation and air conditioning complexes,Complexos de ventilação e ar condicionado
,,,70,,,1.12,60d41ae8ddc3ec53204c830f,Co_70,Complexos,,310,1,,Electrical power generation and distribution complexes,Complexos de geração e distribuição de energia eléctrica
,,,70,,10,1.12,60d41ae8ddc3ec53204c8310,Co_70_10,Complexos,,311,2,,Electrical power generation complexes,Complexos de geração de energia eléctrica
,,,70,8,10,1.12,60d41ae8ddc3ec53204c8311,Co_70_10_08,Complexos,,312,3,,Biomass power generation complexes,Complexos de geração de energia de biomassa
,,,70,16,10,1.12,60d41ae8ddc3ec53204c8312,Co_70_10_16,Complexos,,313,3,,Coal power generation complexes,Complexos de geração de energia de carvão
,,,70,17,10,1.12,60d41ae8ddc3ec53204c8313,Co_70_10_17,Complexos,,314,3,,Combined heat and power generation complexes,Complexos de geração combinada de calor e energia
,,,70,33,10,1.12,60d41ae8ddc3ec53204c8314,Co_70_10_33,Complexos,,315,3,,Gas power generation complexes,Complexos de geração de energia de gás
,,,70,34,10,1.12,60d41ae8ddc3ec53204c8315,Co_70_10_34,Complexos,,316,3,,Geothermal power generation complexes,Complexos de geração de energia geotérmica
,,,70,38,10,1.12,60d41ae8ddc3ec53204c8316,Co_70_10_38,Complexos,,317,3,,Hydroelectric power generation complexes,Complexos de geração de energia hidroeléctrica
,,,70,57,10,1.12,60d41ae8ddc3ec53204c8317,Co_70_10_57,Complexos,,318,3,,Nuclear power generation complexes,Complexos de geração de energia nuclear
,,,70,58,10,1.12,60d41ae8ddc3ec53204c8318,Co_70_10_58,Complexos,,319,3,,Offshore wind power generation complexes,Parques éolicos offshore
,,,70,59,10,1.12,60d41ae8ddc3ec53204c8319,Co_70_10_59,Complexos,,320,3,,Oil-fired power generation complexes,Complexos de geração de energia termoelétrica com combustível
,,,70,60,10,1.12,60d41ae8ddc3ec53204c831a,Co_70_10_60,Complexos,,321,3,,Onshore wind power generation complexes,Parques éolicos
,,,70,63,10,1.12,60d41ae8ddc3ec53204c831b,Co_70_10_63,Complexos,,322,3,,Photovoltaic power generation complexes,Complexos de geração de energia fotovoltaica
,,,70,81,10,1.12,60d41ae8ddc3ec53204c831c,Co_70_10_81,Complexos,,323,3,,Solar reflector power generation complexes,Complexos de geração de energia solar por reflexão
,,,70,88,10,1.12,60d41ae8ddc3ec53204c831d,Co_70_10_88,Complexos,,324,3,,Tidal power generation complexes,Complexos de geração de energia de marés
,,,70,96,10,1.12,60d41ae8ddc3ec53204c831e,Co_70_10_96,Complexos,,325,3,,Wave power generation complexes,Complexos de geração de energia das ondas
,,,70,,30,1.12,60d41ae8ddc3ec53204c831f,Co_70_30,Complexos,,326,2,,Electricity distribution complexes,Complexos de distribuição de energia eléctrica
,,,70,35,30,1.12,60d41ae8ddc3ec53204c8320,Co_70_30_35,Complexos,,327,3,,High voltage electricity substation complexes,Complexos de subestações de electricidade de alta tensão
,,,70,40,30,1.12,60d41ae8ddc3ec53204c8321,Co_70_30_40,Complexos,,328,3,,High voltage electricity networks,Redes de electricidade de alta tensão
,,,70,45,30,1.12,60d41ae8ddc3ec53204c8322,Co_70_30_45,Complexos,,329,3,,Low voltage electricity substation complexes,Complexos de subestações de electricidade de baixa tensão
,,,70,50,30,1.12,60d41ae8ddc3ec53204c8323,Co_70_30_50,Complexos,,330,3,,Low voltage electricity networks,Redes de electricidade de baixa tensão
,,,75,,,1.12,60d41ae8ddc3ec53204c8324,Co_75,Complexos,,331,1,,"Communications, security, safety and protection complexes","Complexos de comunicações, segurança e protecção"
,,,75,,10,1.12,60d41ae8ddc3ec53204c8325,Co_75_10,Complexos,,332,2,,Communications complexes,Complexos de comunicações
,,,75,10,10,1.12,60d41ae8ddc3ec53204c8326,Co_75_10_10,Complexos,,333,3,,Broadcast communications complexes,Complexos de transmissão de comunicações
,,,75,20,10,1.12,60d41ae8ddc3ec53204c8327,Co_75_10_20,Complexos,,334,3,,Broadcast communications networks,Redes de transmissão de comunicações
,,,75,80,10,1.12,60d41ae8ddc3ec53204c8328,Co_75_10_80,Complexos,,335,3,,Telecommunications complexes,Complexos de telecomunicações
,,,75,90,10,1.12,60d41ae8ddc3ec53204c8329,Co_75_10_90,Complexos,,336,3,,Telecommunications networks,Redes de telecomunicações
,,,80,,,1.12,60d41ae8ddc3ec53204c832a,Co_80,Complexos,,337,1,,Transport complexes,Complexos de transporte
,,,80,,5,1.12,60d41ae8ddc3ec53204c832b,Co_80_05,Complexos,,338,2,,Aerospace complexes,Complexos aeroespaciais
,,,80,2,5,1.12,60d41ae8ddc3ec53204c832c,Co_80_05_02,Complexos,,339,3,,Airports and airfields,Aeroportos e aeródromos
,,,80,38,5,1.12,60d41ae8ddc3ec53204c832d,Co_80_05_38,Complexos,,340,3,,Heliports,Heliportos
,,,80,84,5,1.12,60d41ae8ddc3ec53204c832e,Co_80_05_84,Complexos,,341,3,,Spacecraft complexes,Complexos de naves espaciais
,,,80,,20,1.12,60d41ae8ddc3ec53204c832f,Co_80_20,Complexos,,342,2,,Cable transport complexes,Complexos de ascensores
,,,80,2,20,1.12,60d41ae8ddc3ec53204c8330,Co_80_20_02,Complexos,,343,3,,Aerial tramway complexes,Teleféricos
,,,80,10,20,1.12,60d41ae8ddc3ec53204c8331,Co_80_20_10,Complexos,,344,3,,Cable railway complexes,Ascensores por ferrovia
,,,80,13,20,1.12,60d41ae8ddc3ec53204c8332,Co_80_20_13,Complexos,,345,3,,Chairlift way complexes,Teleféricos por telecadeira
,,,80,32,20,1.12,60d41ae8ddc3ec53204c8333,Co_80_20_32,Complexos,,346,3,,Funicular railway complexes,Funiculares
,,,80,34,20,1.12,60d41ae8ddc3ec53204c8334,Co_80_20_34,Complexos,,347,3,,Gondola lift way complexes,Teleféricos de gôndola
,,,80,84,20,1.12,60d41ae8ddc3ec53204c8335,Co_80_20_84,Complexos,,348,3,,Surface lift way complexes,Elevadores de superfície
,,,80,99,20,1.12,60d41ae8ddc3ec53204c8336,Co_80_20_99,Complexos,,349,3,,Zip line way complexes,Slides
,,,80,,35,1.12,60d41ae8ddc3ec53204c8337,Co_80_35,Complexos,,350,2,,Road complexes,Complexos de transporte rodoviário
,,,80,10,35,1.12,60d41ae8ddc3ec53204c8338,Co_80_35_10,Complexos,,351,3,,Bus route networks,Redes de transporte de passageiros
,,,80,75,35,1.12,60d41ae8ddc3ec53204c8339,Co_80_35_75,Complexos,,352,3,,Road networks,Redes rodoviárias
,,,80,,50,1.12,60d41ae8ddc3ec53204c833a,Co_80_50,Complexos,,353,2,,Railway complexes,Complexos de transporte ferroviário
,,,80,35,50,1.12,60d41ae8ddc3ec53204c833b,Co_80_50_35,Complexos,,354,3,,Heavy rail complexes,Complexos ferroviários pesados
,,,80,37,50,1.12,60d41ae8ddc3ec53204c833c,Co_80_50_37,Complexos,,355,3,,High-speed rail complexes,Complexos de ferrovia de alta velocidade
,,,80,45,50,1.12,60d41ae8ddc3ec53204c833d,Co_80_50_45,Complexos,,356,3,,Light rail complexes,Complexos de ferrovia ligeira
,,,80,50,50,1.12,60d41ae8ddc3ec53204c833e,Co_80_50_50,Complexos,,357,3,,Magnetic levitation ways,Caminhos para levitação magnética
,,,80,53,50,1.12,60d41ae8ddc3ec53204c833f,Co_80_50_53,Complexos,,358,3,,Monorail complexes,Complexos de monocarril
,,,80,56,50,1.12,60d41ae8ddc3ec53204c8340,Co_80_50_56,Complexos,,359,3,,Narrow gauge rail complexes,Complexos para ferrovia de via reduzida (bitola estreita)
,,,80,69,50,1.12,60d41ae8ddc3ec53204c8341,Co_80_50_69,Complexos,,360,3,,Rack rail complexes,Complexos para ferrovia de cremalheira
,,,80,76,50,1.12,60d41ae8ddc3ec53204c8342,Co_80_50_76,Complexos,,361,3,,Road-based light rail complexes,Complexos para ferrovia ligeita emestrada
,,,80,,70,1.12,60d41ae8ddc3ec53204c8343,Co_80_70,Complexos,,362,2,,Marine and waterways transport complexes,Complexos de transporte marítimo e fluvial
,,,80,11,70,1.12,60d41ae8ddc3ec53204c8344,Co_80_70_11,Complexos,,363,3,,Cable ferry complexes,Complexos de ferries de cabo
,,,80,13,70,1.12,60d41ae8ddc3ec53204c8345,Co_80_70_13,Complexos,,364,3,,Canal complexes,Complexos de canais
,,,80,17,70,1.12,60d41ae8ddc3ec53204c8346,Co_80_70_17,Complexos,,365,3,,Container ports,Portos de contentores
,,,80,23,70,1.12,60d41ae8ddc3ec53204c8347,Co_80_70_23,Complexos,,366,3,,Dry bulk ports,Portos de sólidos a granel
,,,80,30,70,1.12,60d41ae8ddc3ec53204c8348,Co_80_70_30,Complexos,,367,3,,Fishing ports,Portos de pesca
,,,80,36,70,1.12,60d41ae8ddc3ec53204c8349,Co_80_70_36,Complexos,,368,3,,Harbours,Portos
,,,80,47,70,1.12,60d41ae8ddc3ec53204c834a,Co_80_70_47,Complexos,,369,3,,Liquid bulk ports,Portos de líquidos a granel
,,,80,72,70,1.12,60d41ae8ddc3ec53204c834b,Co_80_70_72,Complexos,,370,3,,Roll-on/ roll-off ports,Portos de navios de carga
,,,80,77,70,1.12,60d41ae8ddc3ec53204c834c,Co_80_70_77,Complexos,,371,3,,Sea cruise ports,Portos marítimos de cruzeiros
,,,80,78,70,1.12,60d41ae8ddc3ec53204c834d,Co_80_70_78,Complexos,,372,3,,Sea ferry ports,Portos de ferries marítimos
,,,80,96,70,1.12,60d41ae8ddc3ec53204c834e,Co_80_70_96,Complexos,,373,3,,Waterway ferry complexes,Complexos de ferries de hidrovias
,,,80,,90,1.12,60d41ae8ddc3ec53204c834f,Co_80_90,Complexos,,374,2,,Transport interchange complexes,Complexos de interfaces de transporte
,,,90,,,1.12,60d41ae8ddc3ec53204c8350,Co_90,Complexos,,375,1,,Circulation and storage complexes,Complexos de transbordo e Armazenagem
,,,90,,50,1.12,60d41ae8ddc3ec53204c8351,Co_90_50,Complexos,,376,2,,Storage complexes,Complexos de Armazenagem
,,,90,3,50,1.12,60d41ae8ddc3ec53204c8352,Co_90_50_03,Complexos,,377,3,,Ambient food storage complexes,Complexos de Armazenagem de alimentos à temperatura ambiente
,,,90,4,50,1.12,60d41ae8ddc3ec53204c8353,Co_90_50_04,Complexos,,378,3,,Arms storage complexes,Complexos de Armazenagem de armas (paiois)
,,,90,15,50,1.12,60d41ae8ddc3ec53204c8354,Co_90_50_15,Complexos,,379,3,,Cold storage complexes,Complexos de Armazenagem em frio
,,,90,16,50,1.12,60d41ae8ddc3ec53204c8355,Co_90_50_16,Complexos,,380,3,,Complexes for the storage of human remains,Complexos para o Armazenagem de restos mortais humanos
,,,90,51,50,1.12,60d41ae8ddc3ec53204c8356,Co_90_50_51,Complexos,,381,3,,Military arsenals,Arsenais militares
,,,90,52,50,1.12,60d41ae8ddc3ec53204c8357,Co_90_50_52,Complexos,,382,3,,Mineral storage complexes,Complexos de Armazenagem de minerais
,,,90,71,50,1.12,60d41ae8ddc3ec53204c8358,Co_90_50_71,Complexos,,383,3,,Refrigerated food storage complexes,Complexos de Armazenagem de alimentos refrigerado
