Autor,Data_traducao,Group,Object,Section,Subgroup,Versao_Uniclass,_id,code_item,code_tabela,descricao_SECClasS,especialidade,idItem,keywords,nivel_item,review,tabela_id,title_item,titulo_SECClasS,versao_secclas
SECClasS,2021-06-25T00:00:00.000Z,55,,,20,1.8,6151f5a6cf055d44dd0792c3,EF_55_20,Elementos/ funções,,Genérico,5069,,2,false,,Gas supply,Abastecimento de gás,1
SECClasS,2021-06-25T00:00:00.000Z,55,,,30,1.8,6151f5a6cf055d44dd0792c4,EF_55_30,Elementos/ funções,Para revisão.,Serviço de Segurança e Incêndio,5070,,2,true,,Fire extinguishing supply,Fornecimento de extinção de incêndio ,1
SECClasS,2021-06-25T00:00:00.000Z,55,,,40,1.8,6151f5a6cf055d44dd0792c5,EF_55_40,Elementos/ funções,,Serviço de Segurança e Incêndio,5071,,2,false,,Steam supply,Fornecimento de vapor,1
SECClasS,2021-06-25T00:00:00.000Z,55,,,50,1.8,6151f5a6cf055d44dd0792c6,EF_55_50,Elementos/ funções,,Serviço de Segurança e Incêndio,5072,,2,false,,Liquid fuel supply,Abastecimento de combustível líquido,1
SECClasS,2021-06-25T00:00:00.000Z,55,,,60,1.8,6151f5a6cf055d44dd0792c7,EF_55_60,Elementos/ funções,,Serviço de Segurança e Incêndio,5073,,2,false,,Process liquid supply,Abastecimento de líquido refrigerante,1
SECClasS,2021-06-25T00:00:00.000Z,55,,,70,1.8,6151f5a6cf055d44dd0792c8,EF_55_70,Elementos/ funções,,Genérico,5074,,2,false,,Water supply,Abastecimento de água,1
SECClasS,2021-06-25T00:00:00.000Z,55,,,90,1.8,6151f5a6cf055d44dd0792c9,EF_55_90,Elementos/ funções,,Genérico,5075,,2,false,,Piped solids supply,Fornecimento canalizado de sólidos,1
SECClasS,2021-06-25T00:00:00.000Z,60,,,,1.8,6151f5a6cf055d44dd0792ca,EF_60,Elementos/ funções,,Genérico,5076,,1,false,,"Heating, cooling and refrigeration functions","Funções de aquecimento, arrefecimento e refrigeração",1
SECClasS,2021-06-25T00:00:00.000Z,60,,,30,1.8,6151f5a6cf055d44dd0792cb,EF_60_30,Elementos/ funções,,Genérico,5077,,2,false,,Rail and paving heating,Aquecimento do pavimento e da ferrovia,1
SECClasS,2021-06-25T00:00:00.000Z,60,,,40,1.8,6151f5a6cf055d44dd0792cc,EF_60_40,Elementos/ funções,,Climatização,5078,,2,false,,Space heating and cooling,Aquecimento e arrefecimento do espaço,1
SECClasS,2021-06-25T00:00:00.000Z,60,,,60,1.8,6151f5a6cf055d44dd0792cd,EF_60_60,Elementos/ funções,,Climatização,5079,,2,false,,Refrigeration,Refrigeração,1
SECClasS,2021-06-25T00:00:00.000Z,60,,,80,1.8,6151f5a6cf055d44dd0792ce,EF_60_80,Elementos/ funções,,Climatização,5080,,2,false,,Drying,Secagem,1
SECClasS,2021-06-25T00:00:00.000Z,65,,,,1.8,6151f5a6cf055d44dd0792cf,EF_65,Elementos/ funções,,Climatização,5081,,1,false,,Ventilation and air conditioning functions,Funções de ventilação e ar condicionado,1
SECClasS,2021-06-25T00:00:00.000Z,65,,,40,1.8,6151f5a6cf055d44dd0792d0,EF_65_40,Elementos/ funções,,Climatização,5082,,2,false,,Ventilation,Ventilação,1
SECClasS,2021-06-25T00:00:00.000Z,65,,,80,1.8,6151f5a6cf055d44dd0792d1,EF_65_80,Elementos/ funções,,Climatização,5083,,2,false,,Air conditioning,Ar condicionado,1
SECClasS,2021-06-25T00:00:00.000Z,70,,,,1.8,6151f5a6cf055d44dd0792d2,EF_70,Elementos/ funções,,Genérico,5084,,1,false,,Electrical power and lighting functions,Funções de energia elétrica e iluminação,1
SECClasS,2021-06-25T00:00:00.000Z,70,,,10,1.8,6151f5a6cf055d44dd0792d3,EF_70_10,Elementos/ funções,,Genérico,5085,,2,false,,Electrical power generation,Geração de energia elétrica,1
SECClasS,2021-06-25T00:00:00.000Z,70,,,30,1.8,6151f5a6cf055d44dd0792d4,EF_70_30,Elementos/ funções,,Genérico,5086,,2,false,,Electricity distribution and transmission,Distribuição e transmissão de eletricidade,1
SECClasS,2021-06-25T00:00:00.000Z,70,,,80,1.8,6151f5a6cf055d44dd0792d5,EF_70_80,Elementos/ funções,,Genérico,5087,,2,false,,Lighting,Iluminação,1
SECClasS,2021-06-25T00:00:00.000Z,75,,,,1.8,6151f5a6cf055d44dd0792d6,EF_75,Elementos/ funções,,Genérico,5088,,1,false,,"Communications, security, safety and protection functions","Funções de comunicações, segurança e proteção",1
SECClasS,2021-06-25T00:00:00.000Z,75,,,10,1.8,6151f5a6cf055d44dd0792d7,EF_75_10,Elementos/ funções,,Genérico,5089,,2,false,,Communication,Comunicação,1
SECClasS,2021-06-25T00:00:00.000Z,75,,,30,1.8,6151f5a6cf055d44dd0792d8,EF_75_30,Elementos/ funções,,Genérico,5090,,2,false,,Signalling,Sinalização,1
SECClasS,2021-06-25T00:00:00.000Z,75,,,40,1.8,6151f5a6cf055d44dd0792d9,EF_75_40,Elementos/ funções,,Genérico,5091,,2,false,,Security,Segurança,1
SECClasS,2021-06-25T00:00:00.000Z,75,,,50,1.8,6151f5a6cf055d44dd0792da,EF_75_50,Elementos/ funções,,Genérico,5092,,2,false,,Safety and protection,Segurança e proteção,1
SECClasS,2021-06-25T00:00:00.000Z,75,,,60,1.8,6151f5a6cf055d44dd0792db,EF_75_60,Elementos/ funções,,Genérico,5093,,2,false,,Environmental safety,Segurança ambiental,1
SECClasS,2021-06-25T00:00:00.000Z,75,,,70,1.8,6151f5a6cf055d44dd0792dc,EF_75_70,Elementos/ funções,,Genérico,5094,,2,false,,Control and management,Controlo e gestão,1
SECClasS,2021-06-25T00:00:00.000Z,75,,,80,1.8,6151f5a6cf055d44dd0792dd,EF_75_80,Elementos/ funções,,Genérico,5095,,2,false,,Protection,Proteção,1
SECClasS,2021-06-25T00:00:00.000Z,80,,,,1.8,6151f5a6cf055d44dd0792de,EF_80,Elementos/ funções,,Genérico,5096,,1,false,,Transport functions,Funções de transporte,1
SECClasS,2021-06-25T00:00:00.000Z,80,,,10,1.8,6151f5a6cf055d44dd0792df,EF_80_10,Elementos/ funções,,Genérico,5097,,2,false,,Cable transport,Transporte via cabo,1
SECClasS,2021-06-25T00:00:00.000Z,80,,,20,1.8,6151f5a6cf055d44dd0792e0,EF_80_20,Elementos/ funções,,Genérico,5098,,2,false,,Conveyors,Tapetes e esteiras de transporte,1
SECClasS,2021-06-25T00:00:00.000Z,80,,,30,1.8,6151f5a6cf055d44dd0792e1,EF_80_30,Elementos/ funções,,Genérico,5099,,2,false,,Cranes and hoists,Gruas e guinchos,1
SECClasS,2021-06-25T00:00:00.000Z,80,,,50,1.8,6151f5a6cf055d44dd0792e2,EF_80_50,Elementos/ funções,,Genérico,5100,,2,false,,Lifts,Elevadores,1
SECClasS,2021-06-25T00:00:00.000Z,80,,,70,1.8,6151f5a6cf055d44dd0792e3,EF_80_70,Elementos/ funções,,Genérico,5101,,2,false,,Rail tracks,Ferrovias,1
Grupo Casais/TopBIM,2021-06-25T00:00:00.000Z,15,,,,1.21,6151fd59cf055d44dd0792e8,Ss_15,Sistemas,Para revisão.,Estruturas,6000,,1,true,,"Earthworks, remediation and temporary systems","Terraplanagem, correção e sistemas temporários",1
SECClasS,2021-06-25T00:00:00.000Z,15,,,10,1.21,6151fd59cf055d44dd0792e9,Ss_15_10,Sistemas,Para revisão.,Estruturas,6001,,2,true,,Groundworks and earthworks systems,Sistemas de terraplanagem e preparação de terreno,1
SECClasS,2021-06-25T00:00:00.000Z,15,,30,10,1.21,6151fd59cf055d44dd0792ea,Ss_15_10_30,Sistemas,Para revisão.,Estruturas,6002,,3,true,,"Excavating, filling and erosion control systems","Sistemas de escavação, enchimento e controlo de erosão",1
SECClasS,2021-06-25T00:00:00.000Z,15,5,30,10,1.21,6151fd59cf055d44dd0792eb,Ss_15_10_30_05,Sistemas,Para revisão.,Estruturas,6003,,4,true,,Backfill systems,Sistemas de aterro,1
SECClasS,2021-06-25T00:00:00.000Z,15,25,30,10,1.21,6151fd59cf055d44dd0792ec,Ss_15_10_30_25,Sistemas,Para revisão.,Estruturas,6004,,4,true,,Earthworks excavating systems,Sistemas de escavação de terraplenagem,1
SECClasS,2021-06-25T00:00:00.000Z,15,27,30,10,1.21,6151fd59cf055d44dd0792ed,Ss_15_10_30_27,Sistemas,Para revisão.,Estruturas,6005,,4,true,,Earthworks filling systems,Sistemas de enchimento de terraplenagem,1
SECClasS,2021-06-25T00:00:00.000Z,15,29,30,10,1.21,6151fd59cf055d44dd0792ee,Ss_15_10_30_29,Sistemas,Para revisão.,Estruturas,6006,,4,true,,Earthworks filling systems around trees,Sistemas de terraplenagem e enchimento ao redor de árvores,1
SECClasS,2021-06-25T00:00:00.000Z,15,31,30,10,1.21,6151fd59cf055d44dd0792ef,Ss_15_10_30_31,Sistemas,Para revisão.,Estruturas,6007,,4,true,,Earthworks filling systems behind retaining walls,Sistemas de terraplenagem e enchimento perto de paredes de contenção,1
SECClasS,2021-06-25T00:00:00.000Z,15,33,30,10,1.21,6151fd59cf055d44dd0792f0,Ss_15_10_30_33,Sistemas,Para revisão.,Estruturas,6008,,4,true,,Erosion control systems,Sistemas de controlo de erosão,1
SECClasS,2021-06-25T00:00:00.000Z,15,65,30,10,1.21,6151fd59cf055d44dd0792f1,Ss_15_10_30_65,Sistemas,Para revisão.,Estruturas,6009,,4,true,,Puddled clay lining systems,Sistemas de revestimento de argila aglomerada,1
SECClasS,2021-06-25T00:00:00.000Z,15,90,30,10,1.21,6151fd59cf055d44dd0792f2,Ss_15_10_30_90,Sistemas,Para revisão.,Estruturas,6010,,4,true,,Topsoil filling systems,Sistemas de enchimento do solo superficial,1
SECClasS,2021-06-25T00:00:00.000Z,15,,33,10,1.21,6151fd59cf055d44dd0792f3,Ss_15_10_33,Sistemas,Para revisão.,Estruturas,6011,,3,true,,Ground gas disposal systems,Sistemas de eliminação de gás subterrâneos,1
SECClasS,2021-06-25T00:00:00.000Z,15,34,33,10,1.21,6151fd59cf055d44dd0792f4,Ss_15_10_33_34,Sistemas,Para revisão.,Estruturas,6012,,4,true,,Ground gas collection and venting systems,Sistemas de recolha e ventilação de gás subterrâneo,1
SECClasS,2021-06-25T00:00:00.000Z,15,,35,10,1.21,6151fd59cf055d44dd0792f5,Ss_15_10_35,Sistemas,Para revisão.,Estruturas,6013,,3,true,,Ground remediation systems,Sistemas de correção de solo,1
SECClasS,2021-06-25T00:00:00.000Z,15,7,35,10,1.21,6151fd59cf055d44dd0792f6,Ss_15_10_35_07,Sistemas,Para revisão.,Estruturas,6014,,4,true,,Bioremediation systems,Sistemas de biorremediação,1
SECClasS,2021-06-25T00:00:00.000Z,15,23,35,10,1.21,6151fd59cf055d44dd0792f7,Ss_15_10_35_23,Sistemas,Para revisão.,Estruturas,6015,,4,true,,Deep dry soil mixing systems,Sistemas de mistura de solo seco,1
SECClasS,2021-06-25T00:00:00.000Z,15,25,35,10,1.21,6151fd59cf055d44dd0792f8,Ss_15_10_35_25,Sistemas,Para revisão.,Estruturas,6016,,4,true,,Dynamic deep compaction systems,Sistemas dinâmicos de compactação profunda,1
SECClasS,2021-06-25T00:00:00.000Z,15,92,35,10,1.21,6151fd59cf055d44dd0792f9,Ss_15_10_35_92,Sistemas,Para revisão.,Estruturas,6017,,4,true,,Vibro-compaction systems,Sistemas de compactação por vibração,1
SECClasS,2021-06-25T00:00:00.000Z,15,94,35,10,1.21,6151fd59cf055d44dd0792fa,Ss_15_10_35_94,Sistemas,Para revisão.,Estruturas,6018,,4,true,,Vibro-stone column systems,Sistemas de colunas vibratórias de pedra,1
SECClasS,2021-06-25T00:00:00.000Z,15,97,35,10,1.21,6151fd59cf055d44dd0792fb,Ss_15_10_35_97,Sistemas,Para revisão.,Estruturas,6019,,4,true,,Wet soil mixing systems,Sistemas de mistura de solo húmido,1
SECClasS,2021-06-25T00:00:00.000Z,15,,45,10,1.21,6151fd59cf055d44dd0792fc,Ss_15_10_45,Sistemas,Para revisão.,Estruturas,6020,,3,true,,Landfill systems,Sistemas de aterro,1
SECClasS,2021-06-25T00:00:00.000Z,15,,76,10,1.21,6151fd59cf055d44dd0792fd,Ss_15_10_76,Sistemas,Para revisão.,Estruturas,6021,,3,true,,Site waste disposal systems,Sistemas de eliminação de resíduos do local,1
SECClasS,2021-06-25T00:00:00.000Z,15,21,76,10,1.21,6151fd59cf055d44dd0792fe,Ss_15_10_76_21,Sistemas,Para revisão.,Estruturas,6022,,4,true,,Dewatering systems,Sistemas de desidratação ,1
SECClasS,2021-06-25T00:00:00.000Z,15,,78,10,1.21,6151fd59cf055d44dd0792ff,Ss_15_10_78,Sistemas,Para revisão.,Estruturas,6023,,3,true,,Slurry wall systems,Sistemas de parede de lama bentonítica,1
SECClasS,2021-06-25T00:00:00.000Z,15,,80,10,1.21,6151fd59cf055d44dd079300,Ss_15_10_80,Sistemas,Para revisão.,Estruturas,6024,,3,true,,Stabilization systems,Sistemas de estabilização,1
SECClasS,2021-06-25T00:00:00.000Z,15,15,80,10,1.21,6151fd59cf055d44dd079301,Ss_15_10_80_15,Sistemas,Para revisão.,Estruturas,6025,,4,true,,Concrete column stabilization systems,Sistemas de estabilização de coluna de betão,1
SECClasS,2021-06-25T00:00:00.000Z,15,70,80,10,1.21,6151fd59cf055d44dd079302,Ss_15_10_80_70,Sistemas,Para revisão.,Estruturas,6026,,4,true,,Rock bolting and dowelling systems,Sistemas de parafusamento e cavilhas de escoramento de rocha ,1
SECClasS,2021-06-25T00:00:00.000Z,15,80,80,10,1.21,6151fd59cf055d44dd079303,Ss_15_10_80_80,Sistemas,Para revisão.,Estruturas,6027,,4,true,,Soil nailing systems,Sistemas de estabilização do solo,1
SECClasS,2021-06-25T00:00:00.000Z,15,85,80,10,1.21,6151fd59cf055d44dd079304,Ss_15_10_80_85,Sistemas,Para revisão.,Estruturas,6028,,4,true,,Subterranean void filling systems,Sistemas subterrâneos de enchimento de vazios,1
Grupo Casais/TopBIM,2021-06-25T00:00:00.000Z,15,,,30,1.21,6151fd59cf055d44dd079305,Ss_15_30,Sistemas,Para revisão.,Facility Management,6029,,2,true,,"Remediation, repair and renovation systems","Sistemas de correção, reparação e renovação",1
SECClasS,2021-06-25T00:00:00.000Z,15,,10,30,1.21,6151fd59cf055d44dd079306,Ss_15_30_10,Sistemas,Para revisão.,Facility Management,6030,,3,true,,Building services remediation systems,Sistemas de correção de serviços de construção,1
SECClasS,2021-06-25T00:00:00.000Z,15,,12,30,1.21,6151fd59cf055d44dd079307,Ss_15_30_12,Sistemas,Para revisão.,Facility Management,6031,,3,true,,Ceramics repair and renovation systems,Sistemas de reparação e renovação de cerâmica,1
SECClasS,2021-06-25T00:00:00.000Z,15,,15,30,1.21,6151fd59cf055d44dd079308,Ss_15_30_15,Sistemas,Para revisão.,Facility Management,6032,,3,true,,Concrete and masonry cleaning systems,Sistemas de limpeza de betão e alvenaria,1
SECClasS,2021-06-25T00:00:00.000Z,15,15,15,30,1.21,6151fd59cf055d44dd079309,Ss_15_30_15_15,Sistemas,Para revisão.,Facility Management,6033,,4,true,,Concrete cleaning systems,Sistemas de limpeza de betão,1
SECClasS,2021-06-25T00:00:00.000Z,15,50,15,30,1.21,6151fd59cf055d44dd07930a,Ss_15_30_15_50,Sistemas,Para revisão.,Facility Management,6034,,4,true,,Masonry cleaning systems,Sistemas de limpeza de alvenaria,1
SECClasS,2021-06-25T00:00:00.000Z,15,65,15,30,1.21,6151fd59cf055d44dd07930b,Ss_15_30_15_65,Sistemas,Para revisão.,Facility Management,6035,,4,true,,Preliminary concrete cleaning systems,Sistemas preliminares de limpeza de betão,1
SECClasS,2021-06-25T00:00:00.000Z,15,66,15,30,1.21,6151fd59cf055d44dd07930c,Ss_15_30_15_66,Sistemas,Para revisão.,Facility Management,6036,,4,true,,Preliminary masonry cleaning systems,Sistemas preliminares de limpeza de alvenaria,1
SECClasS,2021-06-25T00:00:00.000Z,15,,17,30,1.21,6151fd59cf055d44dd07930d,Ss_15_30_17,Sistemas,Para revisão.,Facility Management,6037,,3,true,,Concrete repair and renovation systems,Sistemas de reparação e renovação de betão,1
SECClasS,2021-06-25T00:00:00.000Z,15,10,17,30,1.21,6151fd59cf055d44dd07930e,Ss_15_30_17_10,Sistemas,Para revisão.,Facility Management,6038,,4,true,,Bonded steel plate repair systems,Sistemas de reparação de chapa de aço colada,1
SECClasS,2021-06-25T00:00:00.000Z,15,12,17,30,1.21,6151fd59cf055d44dd07930f,Ss_15_30_17_12,Sistemas,Para revisão.,Facility Management,6039,,4,true,,Concrete crack repair or filling systems,Sistemas de enchimento e reparação de fendas de betão,1
SECClasS,2021-06-25T00:00:00.000Z,15,14,17,30,1.21,6151fd59cf055d44dd079310,Ss_15_30_17_14,Sistemas,Para revisão.,Facility Management,6040,,4,true,,Concrete mortar or overlay systems,Sistemas de revestimento e argamassa de betão,1
SECClasS,2021-06-25T00:00:00.000Z,15,16,17,30,1.21,6151fd59cf055d44dd079311,Ss_15_30_17_16,Sistemas,Para revisão.,Facility Management,6041,,4,true,,Concrete protective coating systems,Sistemas de revestimento de proteção de betão,1
SECClasS,2021-06-25T00:00:00.000Z,15,18,17,30,1.21,6151fd59cf055d44dd079312,Ss_15_30_17_18,Sistemas,Para revisão.,Facility Management,6042,,4,true,,Concrete repair systems,Sistemas de repação de betão,1
SECClasS,2021-06-25T00:00:00.000Z,15,85,17,30,1.21,6151fd59cf055d44dd079313,Ss_15_30_17_85,Sistemas,Para revisão.,Facility Management,6043,,4,true,,Sprayed concrete repair systems,Sistemas de repação de betão pulverizado,1
SECClasS,2021-06-25T00:00:00.000Z,15,,32,30,1.21,6151fd59cf055d44dd079314,Ss_15_30_32,Sistemas,Para revisão.,Facility Management,6044,,3,true,,Fungus and beetle eradication systems,Sistemas de eliminação de fungos e baratas,1
SECClasS,2021-06-25T00:00:00.000Z,15,5,32,30,1.21,6151fd59cf055d44dd079315,Ss_15_30_32_05,Sistemas,Para revisão.,Facility Management,6045,,4,true,,Beetle eradication systems,Sistemas de eliminação de baratas,1
SECClasS,2021-06-25T00:00:00.000Z,15,15,32,30,1.21,6151fd59cf055d44dd079316,Ss_15_30_32_15,Sistemas,Para revisão.,Facility Management,6046,,4,true,,Combined fungus and beetle treatment systems,Sistemas combinados de tratamento de fungos e baratas,1
SECClasS,2021-06-25T00:00:00.000Z,15,35,32,30,1.21,6151fd59cf055d44dd079317,Ss_15_30_32_35,Sistemas,Para revisão.,Facility Management,6047,,4,true,,Hot air infestation treatment systems,Sistemas de tratamento com ar quente de infestação,1
SECClasS,2021-06-25T00:00:00.000Z,15,50,32,30,1.21,6151fd59cf055d44dd079318,Ss_15_30_32_50,Sistemas,Para revisão.,Facility Management,6048,,4,true,,Masonry fungus treatment systems,Sistemas de tratamento de fungos na alvenaria,1
SECClasS,2021-06-25T00:00:00.000Z,15,85,32,30,1.21,6151fd59cf055d44dd079319,Ss_15_30_32_85,Sistemas,Para revisão.,Facility Management,6049,,4,true,,Termite treatment systems,Sistemas de tratamento de insetos,1
SECClasS,2021-06-25T00:00:00.000Z,15,90,32,30,1.21,6151fd59cf055d44dd07931a,Ss_15_30_32_90,Sistemas,Para revisão.,Facility Management,6050,,4,true,,Timber fungus treatment systems,Sistemas de tratamento de fungos de madeira,1
SECClasS,2021-06-25T00:00:00.000Z,15,,33,30,1.21,6151fd59cf055d44dd07931b,Ss_15_30_33,Sistemas,Para revisão.,Facility Management,6051,,3,true,,Glass repair and renovation systems,Sistemas de reparação e renovação de vidro,1
SECClasS,2021-06-25T00:00:00.000Z,15,,50,30,1.21,6151fd59cf055d44dd07931c,Ss_15_30_50,Sistemas,Para revisão.,Facility Management,6052,,3,true,,Masonry repair and renovation systems,Sistemas de reparação e renovação de alvenaria,1
SECClasS,2021-06-25T00:00:00.000Z,15,50,50,30,1.21,6151fd59cf055d44dd07931d,Ss_15_30_50_50,Sistemas,Para revisão.,Facility Management,6053,,4,true,,Masonry repair systems,Sistemas de reparação reparo de alvenaria,1
SECClasS,2021-06-25T00:00:00.000Z,15,53,50,30,1.21,6151fd59cf055d44dd07931e,Ss_15_30_50_53,Sistemas,Para revisão.,Facility Management,6054,,4,true,,Mortar joint repair systems,Sistemas de reparação de juntas de argamassa,1
SECClasS,2021-06-25T00:00:00.000Z,15,55,50,30,1.21,6151fd59cf055d44dd07931f,Ss_15_30_50_55,Sistemas,Para revisão.,Facility Management,6055,,4,true,,Mortar repointing systems,Sistemas de refechamento de juntas de argamassa ,1
SECClasS,2021-06-25T00:00:00.000Z,15,,52,30,1.21,6151fd59cf055d44dd079320,Ss_15_30_52,Sistemas,Para revisão.,Facility Management,6056,,3,true,,Metal repair and renovation systems,Sistemas de reparação e renovação de metal,1
SECClasS,2021-06-25T00:00:00.000Z,15,3,52,30,1.21,6151fd59cf055d44dd079321,Ss_15_30_52_03,Sistemas,Para revisão.,Facility Management,6057,,4,true,,Aluminium repair systems,Sistemas de reparação de alumínio,1
SECClasS,2021-06-25T00:00:00.000Z,15,15,52,30,1.21,6151fd59cf055d44dd079322,Ss_15_30_52_15,Sistemas,Para revisão.,Facility Management,6058,,4,true,,Copper repair systems,Sistemas de reparação de cobre,1
SECClasS,2021-06-25T00:00:00.000Z,15,42,52,30,1.21,6151fd59cf055d44dd079323,Ss_15_30_52_42,Sistemas,Para revisão.,Facility Management,6059,,4,true,,Iron repair systems,Sistemas de reparação de ferro,1
SECClasS,2021-06-25T00:00:00.000Z,15,46,52,30,1.21,6151fd59cf055d44dd079324,Ss_15_30_52_46,Sistemas,Para revisão.,Facility Management,6060,,4,true,,Lead repair systems,Sistemas de reparação de chumbo,1
SECClasS,2021-06-25T00:00:00.000Z,15,84,52,30,1.21,6151fd59cf055d44dd079325,Ss_15_30_52_84,Sistemas,Para revisão.,Facility Management,6061,,4,true,,Steel repair systems,Sistemas de reparação de aço,1
SECClasS,2021-06-25T00:00:00.000Z,15,,65,30,1.21,6151fd59cf055d44dd079326,Ss_15_30_65,Sistemas,Para revisão.,Facility Management,6062,,3,true,,Pipeline renovation systems,Sistemas de renovação de dutos,1
SECClasS,2021-06-25T00:00:00.000Z,15,15,65,30,1.21,6151fd59cf055d44dd079327,Ss_15_30_65_15,Sistemas,Para revisão.,Facility Management,6063,,4,true,,Close-fit plastics pipe lining systems,Sistemas de revestimento de tubos de plástico com ajuste perfeito ,1
SECClasS,2021-06-25T00:00:00.000Z,15,17,65,30,1.21,6151fd59cf055d44dd079328,Ss_15_30_65_17,Sistemas,Para revisão.,Facility Management,6064,,4,true,,Continuous plastics pipe lining systems,Sistemas de revestimento contínuos de tubos de plástico,1
SECClasS,2021-06-25T00:00:00.000Z,15,20,65,30,1.21,6151fd59cf055d44dd079329,Ss_15_30_65_20,Sistemas,Para revisão.,Facility Management,6065,,4,true,,Cured in place lining systems,Sistemas de revestimento curados no local,1
SECClasS,2021-06-25T00:00:00.000Z,15,65,65,30,1.21,6151fd59cf055d44dd07932a,Ss_15_30_65_65,Sistemas,Para revisão.,Facility Management,6066,,4,true,,Preformed lining systems,Sistemas de revestimento pré-formado,1
SECClasS,2021-06-25T00:00:00.000Z,15,72,65,30,1.21,6151fd59cf055d44dd07932b,Ss_15_30_65_72,Sistemas,Para revisão.,Facility Management,6067,,4,true,,Rigidly anchored plastics inner layer (RAPL) lining systems,Sistemas de revestimento com camada interna de plástico rigidamente ancorado (RAPL),1
SECClasS,2021-06-25T00:00:00.000Z,15,80,65,30,1.21,6151fd59cf055d44dd07932c,Ss_15_30_65_80,Sistemas,Para revisão.,Facility Management,6068,,4,true,,Spray lining systems,Sistemas de revestimento de spray,1
SECClasS,2021-06-25T00:00:00.000Z,15,81,65,30,1.21,6151fd59cf055d44dd07932d,Ss_15_30_65_81,Sistemas,Para revisão.,Facility Management,6069,,4,true,,Spirally wound plastics pipe lining systems,Sistemas de revestimento de tubo de plástico enrolado de perfil espiral,1
SECClasS,2021-06-25T00:00:00.000Z,15,,90,30,1.21,6151fd59cf055d44dd07932e,Ss_15_30_90,Sistemas,Para revisão.,Facility Management,6070,,3,true,,Timber repair and renovation systems,Sistemas de reparação e renovação de madeira,1
SECClasS,2021-06-25T00:00:00.000Z,15,82,90,30,1.21,6151fd59cf055d44dd07932f,Ss_15_30_90_82,Sistemas,Para revisão.,Facility Management,6071,,4,true,,Timber end lap repair systems,Sistemas de reparo de juntas de madeira ,1
SECClasS,2021-06-25T00:00:00.000Z,15,84,90,30,1.21,6151fd59cf055d44dd079330,Ss_15_30_90_84,Sistemas,Para revisão.,Facility Management,6072,,4,true,,Timber joint strengthening systems,Sistemas de reforço de juntas de madeira,1
SECClasS,2021-06-25T00:00:00.000Z,15,86,90,30,1.21,6151fd59cf055d44dd079331,Ss_15_30_90_86,Sistemas,Para revisão.,Facility Management,6073,,4,true,,Timber section repair external splice systems,Sistemas de reforço externo com prefil de madeira,1
SECClasS,2021-06-25T00:00:00.000Z,15,88,90,30,1.21,6151fd59cf055d44dd079332,Ss_15_30_90_88,Sistemas,Para revisão.,Facility Management,6074,,4,true,,Timber section repair internal reinforcement systems,Sistemas de reforço interno com prefil de madeira,1
SECClasS,2021-06-25T00:00:00.000Z,15,90,90,30,1.21,6151fd59cf055d44dd079333,Ss_15_30_90_90,Sistemas,Para revisão.,Facility Management,6075,,4,true,,Timber section strengthening external reinforcement systems,Sistemas de reforço externo com prefil de madeira reforçado,1
SECClasS,2021-06-25T00:00:00.000Z,15,92,90,30,1.21,6151fd59cf055d44dd079334,Ss_15_30_90_92,Sistemas,Para revisão.,Facility Management,6076,,4,true,,Timber section strengthening internal reinforcement systems,Sistemas de reforço externo com prefil de madeira reforçado,1
Grupo Casais/TopBIM,2021-06-25T00:00:00.000Z,15,,,95,1.21,6151fd59cf055d44dd079335,Ss_15_95,Sistemas,Para revisão.,Estruturas,6077,,2,true,,Temporary works systems,Sistemas de trabalho temporário,1
SECClasS,2021-06-25T00:00:00.000Z,15,,15,95,1.21,6151fd59cf055d44dd079336,Ss_15_95_15,Sistemas,Para revisão.,Estruturas,6078,,3,true,,Temporary preparatory works systems,Sistemas de trabalho preparatório temporário,1
SECClasS,2021-06-25T00:00:00.000Z,15,10,15,95,1.21,6151fd59cf055d44dd079337,Ss_15_95_15_10,Sistemas,Para revisão.,Estruturas,6079,,4,true,,Borehole systems,Sistemas de sondagem,1
SECClasS,2021-06-25T00:00:00.000Z,15,,17,95,1.21,6151fd59cf055d44dd079338,Ss_15_95_17,Sistemas,Para revisão.,Estruturas,6080,,3,true,,Temporary protection systems,Sistemas de proteção temporária,1
SECClasS,2021-06-25T00:00:00.000Z,15,90,17,95,1.21,6151fd59cf055d44dd079339,Ss_15_95_17_90,Sistemas,Para revisão.,Estruturas,6081,,4,true,,Temporary backfill systems,Sistemas de aterro temporário,1
SECClasS,2021-06-25T00:00:00.000Z,15,,20,95,1.21,6151fd59cf055d44dd07933a,Ss_15_95_20,Sistemas,Para revisão.,Estruturas,6082,,3,true,,Temporary whole entity structural works systems,Sistemas temporários de obras estruturais,1
SECClasS,2021-06-25T00:00:00.000Z,15,30,20,95,1.21,6151fd59cf055d44dd07933b,Ss_15_95_20_30,Sistemas,Para revisão.,Estruturas,6083,,4,true,,Flying shores systems,Sistema de escoramento entre edifícios,1
SECClasS,2021-06-25T00:00:00.000Z,15,32,20,95,1.21,6151fd59cf055d44dd07933c,Ss_15_95_20_32,Sistemas,Para revisão.,Estruturas,6084,,4,true,,Framed retention structure systems,Sistemas de escoramento porticados,1
SECClasS,2021-06-25T00:00:00.000Z,15,70,20,95,1.21,6151fd59cf055d44dd07933d,Ss_15_95_20_70,Sistemas,Para revisão.,Estruturas,6085,,4,true,,Raking shores systems,Sistemas de escoras inclinadas ,1
