idItem,Versao_Uniclass,nivel_item,code_item,Group,Subgroup,Section,object_item,title_item,titulo_SECClasS,descricao_SECClasS,Comentarios,Data_traducao,Autor,code_tabela
276,1.19,,En_42_85_60,42,85,60,,Outdoor swimming pools,Piscinas ao ar livre,,,,,Entidades
277,1.19,,En_42_85_83,42,85,83,,Swimming pool buildings,Complexos de piscinas,,,,,Entidades
278,1.19,,En_42_90,42,90,,,Water activity entities,Entidades de atividades desportivas aquáticas,,,,,Entidades
279,1.19,,En_42_95,42,95,,,Winter sports entities,Entidades de desporto de inverno,,,,,Entidades
280,1.19,,En_42_95_40,42,95,40,,Ice rink buildings,Pavilhões de patinação no gelo,,,,,Entidades
281,1.19,,En_42_95_80,42,95,80,,Ski resort buildings,Edifícios de estâncias de esqui,,,,,Entidades
282,1.19,,En_45,45,,,,Residential entities,Entidades residenciais,,,,,Entidades
283,1.19,,En_45_10,45,10,,,Residential buildings,Edifícios residenciais,,,,,Entidades
284,1.19,,En_45_10_39,45,10,39,,Houses,Habitações,,,,,Entidades
285,1.19,,En_45_10_47,45,10,47,,Long-term residential buildings,Edifícios residenciais de longa duração,,,,,Entidades
286,1.19,,En_45_10_70,45,10,70,,Short-term residential buildings,Edifícios residenciais de curta duração,,,,,Entidades
287,1.19,,En_45_10_90,45,10,90,,Temporary residential buildings,Edifícios residenciais temporários,,,,,Entidades
288,1.19,,En_50,50,,,,Waste disposal entities,Entidades de eliminação de resíduos,,,,,Entidades
289,1.19,,En_50_10,50,10,,,Gas waste collection entities,Entidades de eliminação de resíduos de gás,,,,,Entidades
290,1.19,,En_50_20,50,20,,,Non-aqueous waste collection entities,Entidades de recolha de resíduos não-aquosos,,,,,Entidades
291,1.19,,En_50_20_10,50,20,10,,Non-aqueous waste collection tanks,Tanques de recolha de resíduos não-aquosos,,,,,Entidades
292,1.19,,En_50_30,50,30,,,Drainage collection entities,Entidades de recolha e drenagem,,,,,Entidades
293,1.19,,En_50_30_25,50,30,25,,Drainage collection pipelines,Dutos de recolha e drenagem,,,,,Entidades
294,1.19,,En_50_35,50,35,,,Wastewater collection entities,Entidades de recolha de águas residuais,,,,,Entidades
295,1.19,,En_50_35_15,50,35,15,,Combined wastewater collection pipelines,Dutos unitários de recolha de águas residuais,,,,,Entidades
296,1.19,,En_50_35_83,50,35,83,,Storm water pumping stations,Estações de bombagem de águas pluviais,,,,,Entidades
297,1.19,,En_50_35_85,50,35,85,,Surface water collection pipelines,Dutos de recolha de água de superfície,,,,,Entidades
298,1.19,,En_50_35_87,50,35,87,,Surface water pumping stations,Estações de bombagem de água de superfície,,,,,Entidades
299,1.19,,En_50_35_98,50,35,98,,Wastewater collection pipelines,Dutos de recolha de águas residuais,,,,,Entidades
300,1.19,,En_50_35_99,50,35,99,,Wastewater rising mains,Condutas ascendentes de águas residuais,,,,,Entidades
301,1.19,,En_50_40,50,40,,,Dry waste collection and distribution,Recolha e distribuição de resíduos sólidos,,,,,Entidades
302,1.19,,En_50_40_10,50,40,10,,Dry waste collection structures,Estruturas de recolha de resíduos sólidos,,,,,Entidades
303,1.19,,En_50_40_11,50,40,11,,Dry waste storage structures,Estruturas de Armazenagem de resíduos sólidos,,,,,Entidades
304,1.19,,En_50_40_12,50,40,12,,Dry waste storage yards,Pátios de Armazenagem de resíduos sólidos,,,,,Entidades
305,1.19,,En_50_40_50,50,40,50,,Dry waste distribution structures,Estruturas de distribuição de resíduos sólidos,,,,,Entidades
306,1.19,,En_50_50,50,50,,,"Gas waste storage, treatment and disposal",Armazéns de tratamento e eliminação de resíduos de gás,,,,,Entidades
307,1.19,,En_50_60,50,60,,,"Non-aqueous waste storage, treatment and disposal",Armazéns de tratamento e eliminação de resíduos não-aquosos,,,,,Entidades
308,1.19,,En_50_70,50,70,,,"Drainage storage, treatment and disposal","Armazéns de drenagem, tratamento e eliminação de águas residuais",,,,,Entidades
309,1.19,,En_50_75,50,75,,,"Wastewater storage, treatment and disposal",Armazéns de tratamento e eliminação de águas residuais,,,,,Entidades
310,1.19,,En_50_75_20,50,75,20,,Dewatering hubs,Centros de secagem,,,,,Entidades
311,1.19,,En_50_75_26,50,75,26,,Effluent tanks,Tanques de efluentes,,,,,Entidades
312,1.19,,En_50_75_30,50,75,30,,Final effluent pumping stations,Estações de bombagem de efluentes finais,,,,,Entidades
313,1.19,,En_50_75_42,50,75,42,,Inter-stage effluent pumping stations,Estações de bombagem de efluentes secundários e terciarios,,,,,Entidades
314,1.19,,En_50_75_80,50,75,80,,Sludge treatment entities,Entidades de tratamento de lodo,,,,,Entidades
315,1.19,,En_50_75_93,50,75,93,,Wastewater pumping stations,Estações de bombagem de águas residuais,,,,,Entidades
316,1.19,,En_50_75_95,50,75,95,,Wastewater treatment entities,Entidades de tratamento de águas residuais,,,,,Entidades
317,1.19,,En_50_75_96,50,75,96,,Wastewater storage structures,Estruturas de armazenagem de águas residuais,,,,,Entidades
318,1.19,,En_50_80,50,80,,,Dry waste treatment and disposal,Tratamento e eliminação de resíduos sólidos,,,,,Entidades
319,1.19,,En_50_80_40,50,80,40,,Dry waste treatment structures,Estruturas de tratamento de resíduos sólidos,,,,,Entidades
320,1.19,,En_50_80_70,50,80,70,,Dry waste disposal structures,Estruturas de eliminação de resíduos sólidos,,,,,Entidades
321,1.19,,En_55,55,,,,Piped supply entities,Entidades de abastecimento canalizado,,,,,Entidades
322,1.19,,En_55_05,55,5,,,"Gas extraction, treatment and storage","Extração, tratamento e armazenagem de gás",,,,,Entidades
323,1.19,,En_55_05_30,55,5,30,,Gas extraction structures,Estruturas de extração de gás,,,,,Entidades
324,1.19,,En_55_05_35,55,5,35,,Gas extraction vessels,Depósito de extração de gás,,,,,Entidades
325,1.19,,En_55_05_38,55,5,38,,Gas extraction pipelines,Gasodutos de extração,,,,,Entidades
326,1.19,,En_55_05_40,55,5,40,,Gas storage tanks,Tanques de Armazenagem de gás,,,,,Entidades
327,1.19,,En_55_05_70,55,5,70,,Gas treatment buildings,Edifícios de tratamento de gás,,,,,Entidades
328,1.19,,En_55_05_75,55,5,75,,Gas treatment plant,Estação de tratamento de gás,,,,,Entidades
329,1.19,,En_55_05_78,55,5,78,,Gas treatment pipelines,Gasodutos de tratamento de gás,,,,,Entidades
330,1.19,,En_55_10,55,10,,,Liquid fuel extraction and treatment entities,Entidades de extração e tratamento de combustível líquido,,,,,Entidades
331,1.19,,En_55_10_10,55,10,10,,Oil extraction structures,Estruturas de extração de petróleo,,,,,Entidades
332,1.19,,En_55_10_45,55,10,45,,Oil storage tanks,Tanques de Armazenagem de óleo,,,,,Entidades
333,1.19,,En_55_10_50,55,10,50,,Fuel treatment buildings,Edifícios de tratamento de combustível,,,,,Entidades
334,1.19,,En_55_10_55,55,10,55,,Fuel treatment tanks,Tanques de tratamento de combustível,,,,,Entidades
335,1.19,,En_55_10_58,55,10,58,,Fuel treatment pipelines,Dutos de tratamento de combustível,,,,,Entidades
336,1.19,,En_55_15,55,15,,,Water extraction and treatment entities,Entidades de extração e tratamento de água,,,,,Entidades
337,1.19,,En_55_15_50,55,15,50,,Water treatment buildings,Edifícios de tratamento de água,,,,,Entidades
338,1.19,,En_55_15_55,55,15,55,,Water treatment tanks,Tanques de tratamento de água,,,,,Entidades
339,1.19,,En_55_15_72,55,15,72,,Raw water pipelines,Canalizações de água bruta,,,,,Entidades
340,1.19,,En_55_15_75,55,15,75,,Raw water pumping stations,Estações de bombagem de água bruta,,,,,Entidades
341,1.19,,En_55_20,55,20,,,Gas supply entities,Entidades fornecedoras de gás,,,,,Entidades
342,1.19,,En_55_20_50,55,20,50,,Gas distribution structures,Estruturas de distribuição de gás,,,,,Entidades
343,1.19,,En_55_20_60,55,20,60,,Gas distribution pipelines,Gasodutos de distribuição de gás,,,,,Entidades
344,1.19,,En_55_30,55,30,,,Fire extinguishing supply entities,Entidades de fornecimento de extintores de incêndio,,,,,Entidades
345,1.19,,En_55_40,55,40,,,Steam supply entities,Entidades de abastecimento de vapor,,,,,Entidades
346,1.19,,En_55_50,55,50,,,Liquid fuel supply entities,Entidades de abastecimento de combustível líquido,,,,,Entidades
347,1.19,,En_55_50_20,55,50,20,,Fuel distribution pipelines,Dutos de distribuição de combustível,,,,,Entidades
348,1.19,,En_55_50_45,55,50,45,,Liquid fuel distribution buildings,Edifícios de distribuição de combustível líquido,,,,,Entidades
349,1.19,,En_55_60,55,60,,,Process liquid supply entities,Entidades de abastecimento de combustível líquido,,,,,Entidades
350,1.19,,En_55_70,55,70,,,Water supply entities,Entidades de abastecimento de água,,,,,Entidades
351,1.19,,En_55_70_85,55,70,85,,Treated water distribution pipelines,Dutos de distribuição de água tratada,,,,,Entidades
352,1.19,,En_55_70_87,55,70,87,,Treated water pumping stations,Estações de bombeagem de água tratada,,,,,Entidades
353,1.19,,En_55_70_89,55,70,89,,Treated water reservoirs,Reservatórios de água tratada,,,,,Entidades
354,1.19,,En_55_70_91,55,70,91,,Treated water towers,Torres de água tratada,,,,,Entidades
355,1.19,,En_55_90,55,90,,,Piped solids supply entities,Entidades de fornecimento canalizados de sólidos,,,,,Entidades
356,1.19,,En_60,60,,,,"Heating, cooling and refrigeration entities","Entidades de aquecimento, arrefecimento o e refrigeração",,,,,Entidades
357,1.19,,En_60_30,60,30,,,Rail and paving heating entities,Entidades de aquecimento ferroviário e de pavimento,,,,,Entidades
358,1.19,,En_60_40,60,40,,,Space heating and cooling entities,Entidades de aquecimento e arrefecimento de espaços,,,,,Entidades
359,1.19,,En_60_40_10,60,40,10,,District heating buildings,Infraestrutura de aquecimento urbano,,,,,Entidades
360,1.19,,En_60_40_20,60,40,20,,District heating pipelines,Dutos de aquecimento urbano,,,,,Entidades
361,1.19,,En_60_40_50,60,40,50,,District cooling buildings,Infraestrutura de arrefecimento urbano,,,,,Entidades
362,1.19,,En_60_40_60,60,40,60,,District cooling pipelines,Dutos de arrefecimento urbano,,,,,Entidades
363,1.19,,En_60_60,60,60,,,Refrigeration entities,Entidades de refrigeração,,,,,Entidades
364,1.19,,En_60_80,60,80,,,Drying entities,Entidades de secagem,,,,,Entidades
365,1.19,,En_65,65,,,,Ventilation and air conditioning entities,Entidades de ventilação e ar condicionado,,,,,Entidades
366,1.19,,En_65_40,65,40,,,Ventilation entities,Entidades de ventilação,,,,,Entidades
367,1.19,,En_65_40_80,65,40,80,,Shaft and tunnel ventilation plant building,Instalações de contutas e túneis de ventilação,,,,,Entidades
368,1.19,,En_65_80,65,80,,,Air conditioning entities,Entidades de ar condicionado,,,,,Entidades
369,1.19,,En_70,70,,,,Electrical power generation and distribution entities,Entidades de produção e distribuição de energia elétrica,,,,,Entidades
370,1.19,,En_70_10,70,10,,,Electrical power generation entities,Entidades de produção de energia elétrica,,,,,Entidades
371,1.19,,En_70_10_10,70,10,10,,Electrical power generation buildings,Edifícios de produção de energia elétrica,,,,,Entidades
372,1.19,,En_70_10_80,70,10,80,,Solar panel fields,Estação de energia fotovoltaica,,,,,Entidades
373,1.19,,En_70_10_90,70,10,90,,Wind turbines,Turbinas eólicas,,,,,Entidades
374,1.19,,En_70_30,70,30,,,Electricity distribution and transmission entities,Entidades de distribuição e transmissão de energia eléctrica,,,,,Entidades
375,1.19,,En_70_30_18,70,30,18,,Electricity transmission pylons and lines,Postes e linhas de transmissão de eletricidade,,,,,Entidades
376,1.19,,En_70_30_35,70,30,35,,High-voltage electricity substations,Subestações de eletricidade de alta tensão,,,,,Entidades
377,1.19,,En_70_30_45,70,30,45,,Low-voltage electricity substations,Subestações de eletricidade de baixa tensão,,,,,Entidades
378,1.19,,En_70_30_60,70,30,60,,Overhead power distribution lines,Linhas de distribuição de energia aéreas,,,,,Entidades
379,1.19,,En_70_30_90,70,30,90,,Underground electricity transmission lines,Linhas de transmissão de eletricidade subterrâneas,,,,,Entidades
380,1.19,,En_75,75,,,,"Communications, security, safety and protection entities","Entidades de comunicação, segurança e proteção",,,,,Entidades
381,1.19,,En_75_10,75,10,,,Communication entities,Entidades de comunicação,,,,,Entidades
382,1.19,,En_75_10_10,75,10,10,,Broadcast communications buildings,Edifícios de comunicação de transmissão,,,,,Entidades
383,1.19,,En_75_10_16,75,10,16,,Broadcast communications masts and towers,Antenas e torres de comunicação,,,,,Entidades
384,1.19,,En_75_10_20,75,10,20,,Data centres,Centro de processamento de dados,,,,,Entidades
385,1.19,,En_75_30,75,30,,,Signalling entities,Entidades de sinalização,,,,,Entidades
386,1.19,,En_75_30_10,75,30,10,,Peer-to-peer communications buildings,Edifícios de comunicação ponto a ponto,,,,,Entidades
387,1.19,,En_75_30_18,75,30,18,,Peer-to-peer communications networks,Redes de comunicação ponto a ponto,,,,,Entidades
388,1.19,,En_75_30_78,75,30,78,,Signalling control centres,Centros de controlo de sinalização,,,,,Entidades
389,1.19,,En_75_40,75,40,,,Security systems entities,Entidades de sistemas de segurança,,,,,Entidades
390,1.19,,En_75_50,75,50,,,Safety and protection entities,Entidades de segurança e proteção,,,,,Entidades
391,1.19,,En_75_60,75,60,,,Environmental safety entities,Entidades de segurança ambiental,,,,,Entidades
392,1.19,,En_75_70,75,70,,,Control and management entities,Entidades de controlo e gestão,,,,,Entidades
393,1.19,,En_75_70_60,75,70,60,,Operational control centres,Centros de controlo operacional,,,,,Entidades
394,1.19,,En_75_80,75,80,,,Protection entities,Entidades de proteção,,,,,Entidades
395,1.19,,En_80,80,,,,Transport entities,Entidades de transporte,,,,,Entidades
396,1.19,,En_80_05,80,5,,,Aerospace entities,Entidades aeroespaciais,,,,,Entidades
397,1.19,,En_80_05_01,80,5,1,,Air traffic control towers,Torres de controlo de tráfego aéreo,,,,,Entidades
398,1.19,,En_80_05_02,80,5,2,,Aircraft hangars,Hangares de aeronaves,,,,,Entidades
399,1.19,,En_80_05_60,80,5,60,,Passenger terminal buildings,Edifícios do terminal de passageiros,,,,,Entidades
400,1.19,,En_80_20,80,20,,,Cable transport entities,Entidades de transportes teleféricos,,,,,Entidades
401,1.19,,En_80_20_11,80,20,11,,Cable car entities,Entidades de transportes teleféricos,,,,,Entidades
402,1.19,,En_80_20_12,80,20,12,,Cable car stations,Estações de carruagens teleférico,,,,,Entidades
403,1.19,,En_80_20_86,80,20,86,,Suspended cableways,Teleféricos suspensos,,,,,Entidades
404,1.19,,En_80_35,80,35,,,Road entities,Entidades rodoviárias,,,,,Entidades
405,1.19,,En_80_35_01,80,35,1,,Access roads,Estradas de acesso,,,,,Entidades
406,1.19,,En_80_35_05,80,35,5,,Bus lanes,Faixa de circulação de autocarro,,,,,Entidades
407,1.19,,En_80_35_07,80,35,7,,Bus maintenance depots,Depósitos de manutenção de autocarros,,,,,Entidades
408,1.19,,En_80_35_09,80,35,9,,Bus and coach stations,Estações de autocarros,,,,,Entidades
409,1.19,,En_80_35_34,80,35,34,,Guided bus lanes,Elétricos,,,,,Entidades
410,1.19,,En_80_35_35,80,35,35,,Highway maintenance depots,Depósitos de manutenção de rodovias,,,,,Entidades
411,1.19,,En_80_35_38,80,35,38,,Highway service stations,Estações de serviço rodoviário,,,,,Entidades
412,1.19,,En_80_35_56,80,35,56,,Motorways,Autoestradas,,,,,Entidades
413,1.19,,En_80_35_67,80,35,67,,Private roads,Estradas privadas,,,,,Entidades
414,1.19,,En_80_35_74,80,35,74,,Roads,Estradas,,,,,Entidades
415,1.19,,En_80_35_77,80,35,77,,Service area buildings,Edifícios de área de serviço,,,,,Entidades
416,1.19,,En_80_35_88,80,35,88,,Tollgates,Portagens,,,,,Entidades
417,1.19,,En_80_35_89,80,35,89,,Tracks,Pistas,,,,,Entidades
418,1.19,,En_80_35_90,80,35,90,,Truck maintenance depots,Depósitos de manutenção de camiões,,,,,Entidades
419,1.19,,En_80_40,80,40,,,Pathways,Caminhos,,,,,Entidades
420,1.19,,En_80_40_08,80,40,8,,Bridleways,Trilhos equestres,,,,,Entidades
421,1.19,,En_80_40_10,80,40,10,,Byways,Caminhos,,,,,Entidades
422,1.19,,En_80_40_20,80,40,20,,Cycle pathways,Ciclovias,,,,,Entidades
423,1.19,,En_80_40_30,80,40,30,,Footpaths,Caminhos pedestres,,,,,Entidades
424,1.19,,En_80_40_37,80,40,37,,Hiking paths,Trilhos de pedestres,,,,,Entidades
425,1.19,,En_80_40_66,80,40,66,,Promenades,Passeios,,,,,Entidades
426,1.19,,En_80_40_70,80,40,70,,Rambler ways,Caminho no campo,,,,,Entidades
427,1.19,,En_80_40_90,80,40,90,,Trails,Carris,,,,,Entidades
428,1.19,,En_80_45,80,45,,,Vehicle storage entities,Entidades de Armazenagem de veículos,,,,,Entidades
429,1.19,,En_80_45_08,80,45,8,,Bus parks,Parques de autocarros,,,,,Entidades
430,1.19,,En_80_45_11,80,45,11,,Car garaging entities,Entidades de garagens de automóveis,,,,,Entidades
431,1.19,,En_80_45_17,80,45,17,,Coach parks,Parques de autocarros (de longo curso),,,,,Entidades
432,1.19,,En_80_45_55,80,45,55,,Multistorey vehicle parks,Parques de estacionamento multi-piso,,,,,Entidades
433,1.19,,En_80_45_85,80,45,85,,Surface vehicle parks,Parques de estacionamento de superfície,,,,,Entidades
434,1.19,,En_80_45_89,80,45,89,,Truck parks,Parques de camiões,,,,,Entidades
435,1.19,,En_80_45_92,80,45,92,,Underground vehicle parks,Parques subterrâneos de veículos,,,,,Entidades
436,1.19,,En_80_50,80,50,,,Railway entities,Entidades ferroviárias,,,,,Entidades
437,1.19,,En_80_50_53,80,50,53,,Monorail entities,Entidades de monocarril,,,,,Entidades
438,1.19,,En_80_50_58,80,50,58,,Platforms,Plataformas,,,,,Entidades
439,1.19,,En_80_50_60,80,50,60,,Rack rail maintenance buildings,Edifícios de manutenção de ferrovias de cremalheira,,,,,Entidades
440,1.19,,En_80_50_62,80,50,62,,Rack railways track entities,Entidades ferroviárias de cremalheira,,,,,Entidades
441,1.19,,En_80_50_64,80,50,64,,Rail distribution depots,Depósito de distribuição ferroviária,,,,,Entidades
442,1.19,,En_80_50_68,80,50,68,,Rail marshalling entities,Entidades de organização ferroviária,,,,,Entidades
443,1.19,,En_80_50_71,80,50,71,,Railway corridors,Corredores ferroviários,,,,,Entidades
444,1.19,,En_80_50_74,80,50,74,,Railway stations,Estações ferroviárias,,,,,Entidades
445,1.19,,En_80_50_76,80,50,76,,Railway sidings,Ramais ferroviários,,,,,Entidades
446,1.19,,En_80_50_78,80,50,78,,Rolling stock depots,Armazém de material circulante ferroviário,,,,,Entidades
447,1.19,,En_80_50_83,80,50,83,,Station buildings,Edifícios de estações ferroviárias,,,,,Entidades
448,1.19,,En_80_50_86,80,50,86,,Track maintenance depots,Armazéns de rastreamento e manutenção,,,,,Entidades
449,1.19,,En_80_50_87,80,50,87,,Trackside circuit breaker equipment buildings,Corta circuitos de via,,,,,Entidades
450,1.19,,En_80_50_88,80,50,88,,Train maintenance depots,Depósitos de manutenção de composições,,,,,Entidades
451,1.19,,En_80_50_90,80,50,90,,Tramways,Elétricos,,,,,Entidades
452,1.19,,En_80_50_94,80,50,94,,Underground railway stations,Estações ferroviárias subterrâneas,,,,,Entidades
453,1.19,,En_80_50_95,80,50,95,,Wagon decontamination buildings,Edifícios de descontaminação de camiões,,,,,Entidades
454,1.19,,En_80_50_97,80,50,97,,Wagon maintenance buildings,Edifícios de manutenção de camiões,,,,,Entidades
455,1.19,,En_80_70,80,70,,,Marine and waterways transport entities,Entidades de transporte marítimo e hidroviário,,,,,Entidades
456,1.19,,En_80_70_06,80,70,6,,Barge loading terminals,Terminais de carregamento de cargueiros,,,,,Entidades
457,1.19,,En_80_70_11,80,70,11,,Canal channels,Canais de vias navegáveis,,,,,Entidades
458,1.19,,En_80_70_15,80,70,15,,Canal locks,Eclusas,,,,,Entidades
459,1.19,,En_80_70_46,80,70,46,,Lake passenger terminals,Terminais de passageiros no lago,,,,,Entidades
460,1.19,,En_80_70_50,80,70,50,,Marinas,Marinas,,,,,Entidades
461,1.19,,En_80_70_71,80,70,71,,River passenger terminals,Terminais fluviais de passageiros,,,,,Entidades
462,1.19,,En_80_90,80,90,,,Transport hub entities,Entidades de transporte,,,,,Entidades
463,1.19,,En_80_90_30,80,90,30,,Freight depots,Armazéns de carga,,,,,Entidades
464,1.19,,En_80_90_66,80,90,66,,Rail freight entities,Entidades de transporte ferroviário de carga,,,,,Entidades
465,1.19,,En_80_90_73,80,90,73,,Road freight depots,Depósitos de transporte ferroviário de carga,,,,,Entidades
466,1.19,,En_80_90_90,80,90,90,,Transport interchanges,Intercâmbios de transporte,,,,,Entidades
467,1.19,,En_80_94,80,94,,,Bridges,Pontes,,,,,Entidades
468,1.19,,En_80_94_30,80,94,30,,Fixed bridges,Pontes fixas,,,,,Entidades
469,1.19,,En_80_94_50,80,94,50,,Moveable bridges,Pontes móveis,,,,,Entidades
470,1.19,,En_80_96,80,96,,,Tunnels and shafts,Túneis e poços,,,,,Entidades
471,1.19,,En_80_96_20,80,96,20,,Drift tunnels,Túneis de escavação,,,,,Entidades
472,1.19,,En_80_96_46,80,96,46,,Lined drift tunnels,Túneis de escavação com revestimento,,,,,Entidades
473,1.19,,En_80_96_49,80,96,49,,Lined tunnels,Túneis com revestimento,,,,,Entidades
474,1.19,,En_80_96_80,80,96,80,,Shafts,Poços,,,,,Entidades
475,1.19,,En_80_96_90,80,96,90,,Tunnels,Túneis,,,,,Entidades
476,1.19,,En_80_96_91,80,96,91,,Tunnel portals,Portais de túneis,,,,,Entidades
477,1.19,,En_80_96_92,80,96,92,,Underpasses,Passagens subterrâneas,,,,,Entidades
478,1.19,,En_90,90,,,,"Circulation, storage and general entities",Entidades gerais de circulação e Armazenagem,,,,,Entidades
479,1.19,,En_90_10,90,10,,,Circulation entities,Entidades de circulação,,,,,Entidades
480,1.19,,En_90_10_02,90,10,2,,Access stairways and walkways,Escadas e passeio de acesso,,,,,Entidades
481,1.19,,En_90_10_62,90,10,62,,Pedestrianized areas,Áreas pedonais,,,,,Entidades
482,1.19,,En_90_10_77,90,10,77,,External service areas,Áreas de serviço externas,,,,,Entidades
483,1.19,,En_90_30,90,30,,,Construction entities,Entidades de construção,,,,,Entidades
484,1.19,,En_90_30_15,90,30,15,,Construction sites,Estaleiros de obras,,,,,Entidades
485,1.19,,En_90_30_95,90,30,95,,Work areas,Áreas de trabalho,,,,,Entidades
486,1.19,,En_90_50,90,50,,,Storage entities,Entidades de armazenagem,,,,,Entidades
487,1.19,,En_90_50_02,90,50,2,,Agricultural storage buildings,Edifícios de armazenagem agrícola,,,,,Entidades
488,1.19,,En_90_50_03,90,50,3,,Agricultural storage silos,Silos de armazenagem agrícola,,,,,Entidades
489,1.19,,En_90_50_28,90,50,28,,Explosives stores,Paiois,,,,,Entidades
490,1.19,,En_90_50_50,90,50,50,,Manufacturing tanks and silos,Tanques de fabricação e silos,,,,,Entidades
491,1.19,,En_90_50_53,90,50,53,,Mineral storage silos,Silos de armazenagem mineral,,,,,Entidades
492,1.19,,En_90_50_55,90,50,55,,Motor vehicle storage entities,Entidades de armazenagem de veículos motorizados,,,,,Entidades
493,1.19,,En_90_50_68,90,50,68,,Refrigerated container storage entities,Entidades de armazenagem de contetores refrigerados,,,,,Entidades
494,1.19,,En_90_50_75,90,50,75,,Salt storage barns,Armazéns de sal,,,,,Entidades
495,1.19,,En_90_50_80,90,50,80,,Storage buildings,Armazéns,,,,,Entidades
496,1.19,,En_90_90,90,90,,,Plant and control entities,Entidades de fabricação e controlo,,,,,Entidades
497,1.19,,En_90_90_09,90,90,9,,Buried services routes,Serviços de escavação subterrâneas,,,,,Entidades
498,1.19,,En_90_90_11,90,90,11,,Cable routes,Rotas de cabos,,,,,Entidades
499,1.19,,En_90_90_27,90,90,27,,Environment monitoring buildings,Edifícios de monitorização ambiental,,,,,Entidades
500,1.19,,En_90_90_33,90,90,33,,Gauge houses,Estações de medição,,,,,Entidades
501,1.19,,En_90_90_35,90,90,35,,Gauging station buildings,Edifícios da estação de medição,,,,,Entidades
502,1.19,,En_90_90_50,90,90,50,,Mechanical services buildings,Edifícios de reparação mecânica,,,,,Entidades
503,1.19,,En_90_90_64,90,90,64,,Plant and equipment buildings,Edifícios de instalações e equipamentos,,,,,Entidades
504,1.19,,En_90_90_68,90,90,68,,Pump houses,Estações de bombagem,,,,,Entidades
505,1.19,,En_90_90_80,90,90,80,,Services routes,Rotas de serviços,,,,,Entidades
